county,precinct,office,district,party,candidate,votes
Johnson,Park 4-12,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,587
Johnson,Park 4-12,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,64
Johnson,Park 4-13,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,298
Johnson,Park 4-13,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,20
Johnson,Park 4-14,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,181
Johnson,Park 4-14,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,23
Johnson,Park 4-15,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,503
Johnson,Park 4-15,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,62
Johnson,Park 4-16,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,422
Johnson,Park 4-16,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,42
Johnson,Park 4-17,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,536
Johnson,Park 4-17,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,43
Johnson,Park 4-18,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,109
Johnson,Park 4-18,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,13
Johnson,Park 4-19,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,397
Johnson,Park 4-19,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,37
Johnson,Park 5-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,380
Johnson,Park 5-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,43
Johnson,Park 5-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,34
Johnson,Park 5-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,5
Johnson,Park 5-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,369
Johnson,Park 5-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,27
Johnson,Park 5-04,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,371
Johnson,Park 5-04,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,44
Johnson,Park 5-05,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,374
Johnson,Park 5-05,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,32
Johnson,Park 5-06,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,381
Johnson,Park 5-06,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,42
Johnson,Park 5-07,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,404
Johnson,Park 5-07,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,36
Johnson,Park 5-08,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,710
Johnson,Park 5-08,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,78
Johnson,Park 5-09,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,527
Johnson,Park 5-09,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,29
Johnson,Park 5-10,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,391
Johnson,Park 5-10,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,35
Johnson,Park 5-11,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,542
Johnson,Park 5-11,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,49
Johnson,Park 5-12,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,212
Johnson,Park 5-12,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,10
Johnson,Park 5-13,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,570
Johnson,Park 5-13,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,48
Johnson,Park 5-14,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,458
Johnson,Park 5-14,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,33
Johnson,Park 5-15,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,428
Johnson,Park 5-15,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,38
Johnson,Park 5-16,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,245
Johnson,Park 5-16,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,12
Johnson,Park 5-17,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,181
Johnson,Park 5-17,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,15
Johnson,Park 5-18,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,429
Johnson,Park 5-18,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,34
Johnson,Park 6-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,359
Johnson,Park 6-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,43
Johnson,Park 6-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,308
Johnson,Park 6-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,39
Johnson,Park 6-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,247
Johnson,Park 6-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,25
Johnson,Park 6-04,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,396
Johnson,Park 6-04,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,46
Johnson,Park 6-05,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,488
Johnson,Park 6-05,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,54
Johnson,Park 6-06,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,1
Johnson,Park 6-06,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,0
Johnson,Park 6-07,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,77
Johnson,Park 6-07,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,11
Johnson,Park 6-08,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,711
Johnson,Park 6-08,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,77
Johnson,Park 6-09,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,529
Johnson,Park 6-09,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,51
Johnson,Park 6-10,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,382
Johnson,Park 6-10,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,35
Johnson,Park 6-11,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,339
Johnson,Park 6-11,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,60
Johnson,Park 6-12,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,147
Johnson,Park 6-12,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,13
Johnson,Park 6-13,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,485
Johnson,Park 6-13,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,59
Johnson,Park 6-15,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,464
Johnson,Park 6-15,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,42
Johnson,Park 6-16,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,233
Johnson,Park 6-16,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,34
Johnson,Park 6-17,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,68
Johnson,Park 6-17,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,18
Johnson,Park 6-18,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,0
Johnson,Park 6-18,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,0
Johnson,Park 6-19,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,428
Johnson,Park 6-19,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,52
Johnson,Park 6-20,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,114
Johnson,Park 6-20,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,26
Johnson,Park 6-21,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,562
Johnson,Park 6-21,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,75
Johnson,Twp 0-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,175
Johnson,Twp 0-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,41
Johnson,Twp 0-04,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,199
Johnson,Twp 0-04,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,37
Johnson,Twp 0-05,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,0
Johnson,Twp 0-05,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,2
Johnson,Twp 0-09,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,9
Johnson,Twp 0-09,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,1
Johnson,Twp 0-10,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,0
Johnson,Twp 0-10,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,0
Johnson,Twp 0-11,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,28
Johnson,Twp 0-11,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,4
Johnson,Village 1-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,584
Johnson,Village 1-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,45
Johnson,Village 1-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,418
Johnson,Village 1-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,30
Johnson,Village 1-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,569
Johnson,Village 1-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,54
Johnson,Village 2-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,493
Johnson,Village 2-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,35
Johnson,Village 2-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,257
Johnson,Village 2-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,30
Johnson,Village 2-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,451
Johnson,Village 2-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,44
Johnson,Village 3-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,313
Johnson,Village 3-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,29
Johnson,Village 3-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,518
Johnson,Village 3-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,32
Johnson,Village 3-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,453
Johnson,Village 3-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,31
Johnson,Village 4-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,415
Johnson,Village 4-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,26
Johnson,Village 4-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,330
Johnson,Village 4-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,31
Johnson,Village 4-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,537
Johnson,Village 4-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,37
Johnson,Village 5-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,491
Johnson,Village 5-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,45
Johnson,Village 5-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,455
Johnson,Village 5-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,38
Johnson,Village 5-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,374
Johnson,Village 5-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,33
Johnson,Village 6-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,512
Johnson,Village 6-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,41
Johnson,Village 6-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,441
Johnson,Village 6-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,50
Johnson,Village 6-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,336
Johnson,Village 6-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,26
Johnson,Park 1-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,274
Johnson,Park 1-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,24
Johnson,Park 1-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,194
Johnson,Park 1-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,23
Johnson,Park 2-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,244
Johnson,Park 2-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,20
Johnson,Park 2-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,282
Johnson,Park 2-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,39
Johnson,Park 3-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,230
Johnson,Park 3-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,18
Johnson,Park 3-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,215
Johnson,Park 3-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,14
Johnson,Park 3-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,156
Johnson,Park 3-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,25
Johnson,Park 4-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,163
Johnson,Park 4-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,21
Johnson,Park 4-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,244
Johnson,Park 4-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,16
Johnson,Park 4-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,232
Johnson,Park 4-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,24
Johnson,Hill 0-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,492
Johnson,Hill 0-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,101
Johnson,Hill 0-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,41
Johnson,Hill 0-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,5
Johnson,Hill 0-04,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,0
Johnson,Hill 0-04,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,0
Johnson,Hill Twp 0-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,254
Johnson,Hill Twp 0-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,44
Johnson,Hill Twp 0-02,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,1
Johnson,Hill Twp 0-02,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,0
Johnson,Hill Twp 0-03,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,25
Johnson,Hill Twp 0-03,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,8
Johnson,Hill Twp 0-04,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,2
Johnson,Hill Twp 0-04,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,1
Johnson,Hill Twp 0-05,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,5
Johnson,Hill Twp 0-05,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,1
Johnson,Hills 0-01,PRESIDENT/VP,"",Democrat,CLINTON AND KAINE,161
Johnson,Hills 0-01,PRESIDENT/VP,"",Libertarian,JOHNSON AND WELD,9
Johnson,Aubry Twp 0-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Aubry Twp 0-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,90
Johnson,Aubry Twp 0-01,PRESIDENT/VP,"",N/A,write in,1
Johnson,Aubry Twp 0-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,6
Johnson,Aubry Twp 0-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,536
Johnson,Aubry Twp 0-02,PRESIDENT/VP,"",N/A,write in,23
Johnson,Aubry Twp 0-03,PRESIDENT/VP,"",Green,STEIN AND BARAKA,7
Johnson,Aubry Twp 0-03,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,283
Johnson,Aubry Twp 0-03,PRESIDENT/VP,"",N/A,write in,4
Johnson,Aubry Twp 0-04,PRESIDENT/VP,"",Green,STEIN AND BARAKA,13
Johnson,Aubry Twp 0-04,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,716
Johnson,Aubry Twp 0-04,PRESIDENT/VP,"",N/A,write in,26
Johnson,Aubry Twp 0-05,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Aubry Twp 0-05,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,9
Johnson,Aubry Twp 0-05,PRESIDENT/VP,"",N/A,write in,2
Johnson,Aubry Twp 0-06,PRESIDENT/VP,"",Green,STEIN AND BARAKA,2
Johnson,Aubry Twp 0-06,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,74
Johnson,Aubry Twp 0-06,PRESIDENT/VP,"",N/A,write in,6
Johnson,De Soto 0-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,32
Johnson,De Soto 0-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,548
Johnson,De Soto 0-01,PRESIDENT/VP,"",N/A,write in,15
Johnson,De Soto 0-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,11
Johnson,De Soto 0-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,335
Johnson,De Soto 0-02,PRESIDENT/VP,"",N/A,write in,12
Johnson,De Soto 0-03,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,De Soto 0-03,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,555
Johnson,De Soto 0-03,PRESIDENT/VP,"",N/A,write in,16
Johnson,De Soto 0-06,PRESIDENT/VP,"",Green,STEIN AND BARAKA,4
Johnson,De Soto 0-06,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,40
Johnson,De Soto 0-06,PRESIDENT/VP,"",N/A,write in,2
Johnson,De Soto 0-07,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,De Soto 0-07,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,2
Johnson,De Soto 0-07,PRESIDENT/VP,"",N/A,write in,1
Johnson,Edgerton 0-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,13
Johnson,Edgerton 0-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,423
Johnson,Edgerton 0-01,PRESIDENT/VP,"",N/A,write in,9
Johnson,Edgerton 0-05,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Edgerton 0-05,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,3
Johnson,Edgerton 0-05,PRESIDENT/VP,"",N/A,write in,0
Johnson,Edgerton 0-06,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Edgerton 0-06,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,1
Johnson,Edgerton 0-06,PRESIDENT/VP,"",N/A,write in,0
Johnson,Fairway 1-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,2
Johnson,Fairway 1-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,118
Johnson,Fairway 1-01,PRESIDENT/VP,"",N/A,write in,12
Johnson,Fairway 1-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,1
Johnson,Fairway 1-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,106
Johnson,Fairway 1-02,PRESIDENT/VP,"",N/A,write in,4
Johnson,Fairway 2-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,2
Johnson,Fairway 2-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,88
Johnson,Fairway 2-01,PRESIDENT/VP,"",N/A,write in,6
Johnson,Fairway 2-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,4
Johnson,Fairway 2-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,111
Johnson,Fairway 2-02,PRESIDENT/VP,"",N/A,write in,5
Johnson,Fairway 3-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,5
Johnson,Fairway 3-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,127
Johnson,Fairway 3-01,PRESIDENT/VP,"",N/A,write in,4
Johnson,Fairway 3-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,6
Johnson,Fairway 3-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,126
Johnson,Fairway 3-02,PRESIDENT/VP,"",N/A,write in,6
Johnson,Fairway 4-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,2
Johnson,Fairway 4-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,38
Johnson,Fairway 4-01,PRESIDENT/VP,"",N/A,write in,2
Johnson,Fairway 4-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,5
Johnson,Fairway 4-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,41
Johnson,Fairway 4-02,PRESIDENT/VP,"",N/A,write in,1
Johnson,Fairway 4-03,PRESIDENT/VP,"",Green,STEIN AND BARAKA,2
Johnson,Fairway 4-03,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,34
Johnson,Fairway 4-03,PRESIDENT/VP,"",N/A,write in,4
Johnson,Fairway 4-04,PRESIDENT/VP,"",Green,STEIN AND BARAKA,2
Johnson,Fairway 4-04,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,52
Johnson,Fairway 4-04,PRESIDENT/VP,"",N/A,write in,3
Johnson,Gardner 0-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,24
Johnson,Gardner 0-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,789
Johnson,Gardner 0-01,PRESIDENT/VP,"",N/A,write in,30
Johnson,Gardner 0-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,7
Johnson,Gardner 0-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,96
Johnson,Gardner 0-02,PRESIDENT/VP,"",N/A,write in,9
Johnson,Gardner 0-03,PRESIDENT/VP,"",Green,STEIN AND BARAKA,23
Johnson,Gardner 0-03,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,548
Johnson,Gardner 0-03,PRESIDENT/VP,"",N/A,write in,20
Johnson,Gardner 0-04,PRESIDENT/VP,"",Green,STEIN AND BARAKA,14
Johnson,Gardner 0-04,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,428
Johnson,Gardner 0-04,PRESIDENT/VP,"",N/A,write in,25
Johnson,Gardner 0-06,PRESIDENT/VP,"",Green,STEIN AND BARAKA,24
Johnson,Gardner 0-06,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,628
Johnson,Gardner 0-06,PRESIDENT/VP,"",N/A,write in,19
Johnson,Gardner 0-07,PRESIDENT/VP,"",Green,STEIN AND BARAKA,1
Johnson,Gardner 0-07,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,8
Johnson,Gardner 0-07,PRESIDENT/VP,"",N/A,write in,0
Johnson,Gardner 0-08,PRESIDENT/VP,"",Green,STEIN AND BARAKA,1
Johnson,Gardner 0-08,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,68
Johnson,Gardner 0-08,PRESIDENT/VP,"",N/A,write in,0
Johnson,Gardner 0-09,PRESIDENT/VP,"",Green,STEIN AND BARAKA,21
Johnson,Gardner 0-09,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,724
Johnson,Gardner 0-09,PRESIDENT/VP,"",N/A,write in,29
Johnson,Gardner 0-10,PRESIDENT/VP,"",Green,STEIN AND BARAKA,20
Johnson,Gardner 0-10,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,512
Johnson,Gardner 0-10,PRESIDENT/VP,"",N/A,write in,14
Johnson,Gardner 0-12,PRESIDENT/VP,"",Green,STEIN AND BARAKA,1
Johnson,Gardner 0-12,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,4
Johnson,Gardner 0-12,PRESIDENT/VP,"",N/A,write in,0
Johnson,Gardner 0-13,PRESIDENT/VP,"",Green,STEIN AND BARAKA,19
Johnson,Gardner 0-13,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,484
Johnson,Gardner 0-13,PRESIDENT/VP,"",N/A,write in,23
Johnson,Gardner 0-14,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,Gardner 0-14,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,389
Johnson,Gardner 0-14,PRESIDENT/VP,"",N/A,write in,8
Johnson,Gardner Twp 0-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,6
Johnson,Gardner Twp 0-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,272
Johnson,Gardner Twp 0-01,PRESIDENT/VP,"",N/A,write in,7
Johnson,Gardner Twp 0-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,12
Johnson,Gardner Twp 0-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,339
Johnson,Gardner Twp 0-02,PRESIDENT/VP,"",N/A,write in,4
Johnson,Gardner Twp 0-04,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Gardner Twp 0-04,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,1
Johnson,Gardner Twp 0-04,PRESIDENT/VP,"",N/A,write in,0
Johnson,Gardner Twp 0-05,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Gardner Twp 0-05,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,5
Johnson,Gardner Twp 0-05,PRESIDENT/VP,"",N/A,write in,0
Johnson,Gardner Twp 0-07,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Gardner Twp 0-07,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,2
Johnson,Gardner Twp 0-07,PRESIDENT/VP,"",N/A,write in,0
Johnson,Gardner Twp 0-08,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Gardner Twp 0-08,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,2
Johnson,Gardner Twp 0-08,PRESIDENT/VP,"",N/A,write in,0
Johnson,Gardner Twp 0-09,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Gardner Twp 0-09,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,3
Johnson,Gardner Twp 0-09,PRESIDENT/VP,"",N/A,write in,0
Johnson,Gardner Twp 0-10,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Gardner Twp 0-10,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,3
Johnson,Gardner Twp 0-10,PRESIDENT/VP,"",N/A,write in,0
Johnson,Gardner Twp 0-11,PRESIDENT/VP,"",Green,STEIN AND BARAKA,1
Johnson,Gardner Twp 0-11,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,71
Johnson,Gardner Twp 0-11,PRESIDENT/VP,"",N/A,write in,1
Johnson,Twp 0-13,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Twp 0-13,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,1
Johnson,Twp 0-13,PRESIDENT/VP,"",N/A,write in,0
Johnson,Quivira 0-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,5
Johnson,Quivira 0-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,356
